X (mg);Y (mg);Z (mg)
52;-7;12
22;-5;38
-26;-10;62
-27;3;43
-5;18;18
-6;11;7
-6;15;-17
12;3;-22
10;-9;-6
8;-2;-23
23;3;-16
22;-13;3
-2;-16;-6
3;1;-36
17;24;-24
7;26;-5
-7;18;0
-38;11;16
-30;4;4
-1;24;-18
-17;9;-1
-27;-3;15
-20;-19;14
-38;-20;22
-45;-8;33
-30;7;15
-27;14;13
-11;3;6
-15;-18;5
-31;-26;-1
-6;-27;-16
8;-14;-7
-13;15;10
-24;8;14
-33;4;20
-26;8;23
-13;7;22
-13;-7;28
-11;-15;13
-18;-17;4
-26;-13;13
-24;-4;7
-35;-16;3
-28;-16;-10
-3;-5;-29
-14;1;-3
-21;-3;9
-22;-4;6
-19;6;13
-14;19;14
-3;13;2
-4;-5;-2
-26;6;-2
-36;15;-13
-1;19;-14
-15;-14;23
30;-12;8
21;-16;4
-5;-20;8
1;-18;24
-1;-3;10
-3;7;16
2;15;-3
-7;18;-12
-17;0;-1
-27;-10;4
-25;-9;9
-16;-3;6
-13;16;19
-10;35;5
-14;20;17
-14;14;25
-14;4;20
-25;-7;18
-28;-13;17
-31;-16;-1
-37;-5;-5
-30;7;0
-26;8;-2
-29;5;2
-21;0;9
-11;12;9
-17;23;17
-16;15;20
-18;13;9
-24;26;9
-21;22;11
-14;-14;2
-14;-34;-7
-15;-29;3
-11;-24;4
-2;-18;11
2;-4;12
2;14;16
-1;26;24
-3;14;23
1;2;15
8;-7;8
4;-15;0
-9;-24;-5
-11;-24;-9
-18;-21;-7
-12;-3;-4
-11;4;8
-12;9;19
-2;20;19
-1;29;21
-4;19;14
-6;23;11
-3;20;10
-2;11;1
-12;10;-2
-9;6;-5
-7;10;-6
-7;1;-8
-12;4;-8
-10;7;-3
-12;6;2
-13;3;1
-14;8;-5
-18;15;-12
-21;19;-8
-25;22;-9
-25;18;-10
-27;18;-8
-26;23;-6
-28;16;-1
-28;18;5
-20;21;6
-19;13;3
-19;5;7
-6;8;8
4;5;4
-1;-1;5
0;1;3
-1;10;-3
-8;16;6
1;25;4
-4;10;2
-12;10;5
-13;29;-4
-4;35;-22
-16;7;-27
-39;9;-14
-42;22;-10
-53;9;-8
-61;11;-6
-56;25;-35
-65;25;-18
-81;41;8
-86;54;16
-74;54;10
-64;38;-1
-78;45;2
-76;39;7
-77;37;12
-78;26;4
-75;25;-2
-65;25;-6
-71;34;6
-61;37;-2
-64;23;3
-76;29;-1
-72;44;-20
-62;52;-20
-49;40;-22
-67;28;-29
-85;41;-15
-54;11;-28
-50;-43;-40
-91;-57;-25
-104;-53;-45
-98;-28;-61
-73;43;-59
-58;7;-141
-165;-59;-34
-55;43;39
99;141;-17
-67;156;39
-136;203;69
-47;119;31
-93;42;-5
-104;45;16
-62;-8;-3
-81;-6;-47
-64;25;-57
-20;35;-37
-49;68;-11
-82;61;-16
-58;9;-36
-36;-81;-40
-79;-176;10
-82;-124;15
-16;39;-28
16;157;-42
-3;150;-58
-58;88;-57
-122;79;-7
-143;70;5
-152;72;-22
-122;121;-66
-34;170;-97
6;49;-17
-10;-122;-12
-49;-120;-74
-31;-14;-75
40;-67;-102
-42;-123;-72
-91;36;-54
-70;168;-36
-79;159;18
-89;71;17
-118;82;46
-75;3;23
-28;-39;-76
-47;39;-120
33;81;-90
25;8;-106
-55;28;-57
-64;-16;-44
-71;-9;7
-100;-31;-15
-75;18;12
5;131;-130
68;141;-108
18;15;-18
-45;3;-9
-57;17;-48
-16;-1;-54
-30;-75;-20
-75;-34;-90
55;87;-103
54;46;-85
5;68;-81
-11;76;-55
-10;67;-76
47;14;-65
21;-35;-38
15;-19;-32
36;-49;-41
67;-2;-76
76;-64;-4
25;-77;-23
18;45;-70
69;84;-133
114;100;-104
104;31;-55
90;-62;-22
78;-20;-34
122;8;18
70;-49;40
40;-8;10
126;-2;9
168;2;9
132;1;-14
123;45;-28
110;-23;-24
97;-88;-35
171;-98;-5
144;-113;-3
121;-24;-6
223;-37;28
212;-125;90
162;-81;22
254;36;82
218;-57;37
194;-23;-13
202;-31;138
252;-84;83
221;-198;34
179;-197;97
163;-185;75
156;-66;143
155;-87;140
160;-28;171
172;-45;176
210;-48;206
195;-72;238
153;-98;261
94;-135;173
87;-79;127
87;-64;107
111;-55;73
129;-95;98
92;-198;150
64;-123;52
67;-30;49
37;-204;49
6;-158;-86
17;13;-79
32;1;-63
29;28;-52
15;52;-17
32;37;-28
30;12;-1
-5;-19;-38
0;68;-7
-1;-12;34
-13;-10;24
-9;75;35
19;48;48
36;-31;48
42;-19;20
71;-22;43
62;-142;53
46;-126;5
95;-73;59
100;-122;58
113;-37;25
146;36;53
156;46;69
181;38;72
185;-150;214
41;-367;152
-3;-88;28
88;142;38
161;74;5
180;41;43
263;14;66
229;-142;99
134;-166;96
84;-227;247
3;-187;101
55;102;-32
154;280;32
326;109;-29
290;5;36
200;-73;6
169;-125;142
16;-229;113
-96;-65;48
-19;125;1
107;74;-92
204;35;-4
204;35;-4
177;-62;12
211;96;-30
156;131;112
-132;-21;109
-82;22;-27
170;35;-96
192;-38;-119
165;-75;-39
57;-102;9
27;24;6
72;12;16
10;-1;32
53;31;10
94;-52;-55
31;44;-68
25;130;-40
42;20;-20
91;4;-39
91;-36;57
-160;-115;64
-222;90;34
-150;134;-57
1;27;-141
141;-55;-116
155;-38;-136
76;-41;-25
-147;5;31
-55;113;-50
75;132;-40
-143;72;14
-141;23;-20
29;-1;-69
18;-51;-92
29;-65;-72
3;-33;-44
-60;-45;-42
-43;-4;-54
-56;2;-58
-96;-30;-65
-98;44;-78
11;56;-72
87;5;-37
-45;-3;32
-114;-3;27
-66;-15;20
-97;-15;1
-117;35;-1
-161;71;3
-151;51;-30
-60;12;-66
-35;3;-86
-4;-41;-83
26;-52;-37
-31;-68;14
-38;-39;13
22;20;16
-1;69;28
-23;60;-1
-37;22;-6
-67;2;22
-51;17;-36
-28;46;-60
-43;48;-26
-69;12;-14
-76;10;-24
-8;-9;-38
8;-33;-24
-22;-42;4
-11;-63;17
-37;-78;20
-63;-45;5
-54;5;5
-57;53;1
-26;78;-7
2;63;-14
-10;24;-22
-5;-1;-18
-48;1;8
-82;-27;3
-37;-40;-10
-15;-10;-17
-19;15;-10
4;9;-15
3;-10;-2
-17;-28;28
-45;-19;45
-79;-10;37
-39;20;-13
-24;63;-12
-32;62;-1
-20;24;-11
-12;-4;-24
12;-5;-36
29;10;-34
19;-2;-22
27;-6;-44
37;9;-36
8;-4;3
-14;-18;1
-5;-6;-3
1;-3;8
5;1;10
-22;-2;24
-55;5;35
-50;24;38
-52;15;27
-57;-2;16
-36;-12;14
-18;-30;25
-17;-49;10
6;-52;-10
8;-35;-23
10;-7;-53
21;32;-68
-4;44;-56
-20;40;-35
-29;34;-20
-26;22;-11
-6;14;-16
2;-4;-12
-8;-23;2
-8;-31;5
-1;-10;17
-3;5;18
9;12;5
15;-7;1
5;-15;-5
2;2;-11
5;5;-18
18;12;-21
13;15;-8
-5;12;-5
4;-3;-15
5;-10;-18
-8;-8;-5
0;-25;-1
8;-32;-19
2;-24;-14
2;-2;-9
-7;15;-10
-15;15;-1
-11;3;-2
-11;7;-15
-14;22;-7
-15;15;4
-19;15;2
-29;9;9
-30;-1;7
-28;7;4
-36;12;3
-68;12;-1
-31;22;4
8;-7;23
9;-5;20
26;-6;-5
7;-24;4
-7;-10;-1
-20;-9;4
-16;2;14
-8;28;12
-7;28;1
-9;11;-5
-10;1;-5
1;-19;-13
6;-18;-3
13;-4;3
19;5;10
15;10;7
8;7;8
15;6;-2
16;4;-13
15;2;-17
11;-9;-20
2;-6;-21
3;-1;-18
6;-5;-13
3;0;-13
5;0;-6
5;-2;-1
2;-2;4
4;7;8
1;0;1
-14;10;3
-20;15;-1
-16;17;-11
-23;15;-14
-29;21;-9
-34;11;3
-41;5;7
-46;21;3
-37;36;9
-32;41;10
-28;35;7
-18;25;-1
-21;16;-8
-24;4;-18
-29;-5;-17
-36;-11;-19
-41;0;-16
-30;9;-13
-11;14;-10
-3;18;-4
6;11;-6
10;-6;-5
4;-6;-3
6;3;-7
11;12;-11
3;13;-2
7;11;-12
22;9;-17
15;-4;0
8;-8;5
12;-11;-16
16;-7;-16
14;3;-14
-5;4;5
-8;22;-13
-1;11;-25
-20;0;-9
-23;15;-13
-19;13;-14
-32;3;-7
-48;14;2
-43;33;-1
-57;39;16
-76;52;4
-58;64;-27
-42;75;-27
-36;92;-53
-10;118;-72
8;110;-10
-35;63;46
-97;25;43
-147;18;28
-172;17;12
-158;13;6
-142;-4;-11
-131;0;-6
-100;31;-34
-66;41;-38
-63;48;-36
-61;50;-21
-53;33;-11
-49;23;-26
-52;25;-23
-78;34;-8
-103;52;6
-99;9;-11
-110;-12;-23
-91;-30;-37
-83;-87;-15
-133;-69;-14
-146;-12;1
-48;12;-47
-16;3;-184
-72;-77;-45
53;46;58
107;224;-28
-72;247;114
-70;278;89
-102;219;79
-170;88;104
-209;-103;15
-205;-159;-55
-55;-172;-132
28;-181;-153
78;-104;-151
54;-70;-109
32;97;-45
54;126;13
-28;92;68
-104;120;62
-121;211;3
-77;182;-58
-71;58;-90
-103;-36;-45
-119;-21;-121
-106;12;-116
-38;-15;-83
2;-84;-32
-66;-119;63
-79;-42;22
-110;72;-61
-23;230;-103
22;136;-67
-21;30;-63
-40;70;-100
-69;110;-17
-61;-12;83
-109;-104;91
-132;2;-12
-4;168;-54
45;121;-22
50;22;-152
39;-9;-144
-7;-37;-1
-12;-52;-21
41;-43;10
36;-24;-17
60;49;-70
39;5;-50
-7;36;-143
14;110;-68
-41;5;-23
-97;32;-24
-101;37;35
-80;37;-29
-49;-8;-68
-38;3;-119
30;3;-92
61;-53;-53
-69;-37;-72
-10;134;-119
64;49;-54
-43;-14;-28
-23;-26;-30
18;107;-95
71;84;-38
62;-54;-4
47;8;3
72;8;44
25;26;-19
70;24;-69
80;-41;-25
24;15;-114
104;127;-118
176;-3;-62
70;-120;23
15;-118;14
75;51;19
159;24;5
190;-54;58
61;-182;99
76;-17;-23
197;126;-89
190;10;10
135;-158;15
124;-49;-20
133;-57;-62
157;-11;31
143;-139;35
180;-103;85
136;-202;187
79;-170;173
129;-112;246
98;-235;163
193;45;13
270;228;-84
301;145;-67
239;-76;70
201;-60;99
219;-71;144
263;-35;144
224;-143;159
205;-254;199
142;-295;165
107;-95;167
91;-80;144
119;-29;151
128;-20;165
137;-103;139
112;-153;80
89;-121;30
64;-160;33
32;-187;-19
12;-73;-68
25;4;-80
64;69;-40
69;11;47
41;-41;65
34;36;62
18;-57;67
14;-31;-76
36;80;-73
44;-4;-40
50;21;-27
111;51;20
171;-24;95
193;-92;136
194;-253;308
-12;-491;215
-119;-93;-16
-11;285;-71
75;210;-90
88;58;-22
179;20;13
327;69;81
444;69;45
387;-212;275
21;-463;243
-88;-83;166
77;196;-107
54;141;24
132;-17;-40
250;-128;-22
287;-12;-56
251;30;33
92;-54;139
-80;-174;180
-141;-116;113
-65;44;1
83;139;-59
249;119;-91
288;53;-22
190;49;-52
198;156;-56
131;-31;18
-134;-134;77
-160;-22;-35
42;17;-143
91;-114;-108
76;-93;-25
13;-157;100
-62;-44;4
34;232;-34
-22;214;-59
-3;36;-154
126;-64;-113
50;-149;-24
-29;-45;-47
-118;36;1
-154;69;-16
-53;96;-66
31;111;-102
89;83;-65
24;21;-16
5;35;-46
-30;25;14
-173;-39;29
-74;-20;-12
-26;-76;51
-184;-64;30
-138;75;-36
-58;127;-103
-77;116;-134
26;67;-149
66;-13;-90
-51;-25;-39
32;-15;20
72;-103;110
-44;-165;79
-134;-47;124
-222;79;88
-69;159;-38
84;4;-170
54;-14;-180
119;15;-135
55;16;-52
-41;4;7
2;35;69
21;37;83
-29;37;81
-63;32;37
12;35;-24
76;-11;-80
110;-58;-79
111;-77;-47
46;-131;-60
45;-51;-20
-9;37;33
-152;70;55
-96;44;-1
-19;21;-23
-69;46;-29
-11;66;-58
59;-10;-59
17;-35;-43
32;-1;-52
-8;26;-13
-92;-1;-9
-22;-35;-5
-1;-48;12
-39;-13;29
2;17;26
-28;12;25
-26;8;-5
26;19;-33
-42;28;-4
-52;10;4
-33;-4;-4
-53;-7;6
-15;-3;-6
2;30;2
-27;11;19
-20;-24;1
24;-35;-28
10;-19;-56
2;-11;-70
-11;-22;-38
-90;-15;-7
-66;17;-28
-1;42;-34
-7;46;-5
-18;41;16
-34;-9;43
-61;-61;50
-38;-52;28
-11;-13;-5
20;14;-40
59;26;-53
27;16;-38
-18;-3;-41
-7;24;-29
-38;23;17
-57;1;12
-18;10;-13
-14;8;-3
-25;3;-7
14;-6;-28
40;-20;-21
41;-12;-24
39;8;-10
-4;-7;9
-22;-18;7
-6;2;-5
-22;15;0
-16;10;1
-16;5;-7
-33;-2;4
-5;-6;-13
21;13;-16
13;-10;-16
28;-20;-19
14;4;-21
-5;25;-21
30;28;-25
14;16;5
-24;-5;4
-1;-6;-23
11;1;-25
-9;-10;-4
-9;-10;-4
-7;-22;-13
-8;-20;-7
-27;-13;0
-16;10;-8
8;22;-16
0;25;-6
8;9;0
2;-1;2
-35;-6;7
-32;-12;-10
-12;-7;-18
-18;17;-15
-7;31;-13
3;21;-1
-24;7;25
-32;3;32
-16;-6;25
-22;-3;15
-8;6;-12
21;18;-26
-13;9;-25
-22;4;-28
-4;1;-31
-20;-5;-9
-37;-9;-1
-24;-8;-11
-27;-6;5
-33;1;19
-16;15;8
-12;18;8
-22;10;5
-17;18;-4
-19;6;-2
-23;17;-32
-11;22;-39
-17;17;-24
-40;12;-15
-21;12;-10
2;20;9
2;11;-11
-8;-31;-5
13;-26;-26
-5;-12;-4
-20;-4;5
-8;5;2
-15;16;2
-16;31;-15
-5;23;-8
-1;11;1
5;2;-1
20;4;3
28;8;11
20;10;16
19;-5;17
10;-13;10
1;-18;-1
17;-30;-18
22;-31;-21
12;-22;-13
7;-17;-12
17;-2;-31
18;4;-27
14;5;-32
26;10;-29
22;20;-16
7;20;-1
-3;16;5
-3;9;-5
2;-7;-18
-8;-16;-17
-15;-20;-17
-12;-11;-13
-4;-2;-3
8;16;-4
9;17;-2
6;10;4
1;11;8
-2;15;9
0;6;10
0;-5;7
0;0;4
4;3;4
0;-5;8
-9;5;9
-5;9;7
9;2;-1
5;4;-2
6;8;-3
13;9;-2
15;9;0
12;1;0
13;-4;-7
15;0;-13
17;-4;-8
15;-14;-5
15;-12;-15
6;-1;-4
14;-1;-6
27;9;-20
22;9;-16
20;13;-3
7;3;-5
-5;-4;-11
-5;9;-13
1;6;-12
-10;-3;-14
-21;3;-11
-14;14;-8
-17;14;-5
-25;17;-8
-21;28;-7
-9;24;-18
-35;15;-4
-58;15;10
-42;20;-2
-29;19;-7
-22;18;18
-19;24;22
-24;29;22
-20;23;26
-8;27;18
4;15;11
9;12;-7
21;24;-19
41;8;-30
41;-20;-28
30;-26;-23
31;-23;-21
38;-32;-22
31;-33;-16
33;-20;-14
37;-15;-16
33;-15;-8
27;-6;-7
21;6;-11
4;8;-8
-11;12;-13
-14;13;-24
-23;18;-12
-48;40;-7
-46;22;-24
-54;20;-13
-62;42;-3
-67;43;4
-72;58;11
-43;58;-10
-46;51;-5
-65;80;2
-63;60;14
-51;8;-1
-64;-17;-16
-48;-3;-30
-23;7;-22
-8;-11;-31
-25;-24;-23
-42;8;-19
-38;41;-8
-21;56;-5
-6;37;-17
-31;12;-6
-66;19;2
-47;19;-21
-38;24;-18
-45;19;-20
-71;35;-1
-96;47;9
-84;51;-12
-63;57;-15
-49;47;-5
-34;32;-26
-30;5;-7
-51;9;18
-54;19;-1
-69;23;-13
-64;14;-46
-82;18;-43
-98;40;-18
-80;37;-17
-67;11;-37
-70;4;-37
-78;38;-17
-36;50;-46
-32;33;-39
-51;40;-35
-30;34;-23
-47;21;-43
-86;38;-41
-50;47;-42
-30;3;-33
-95;1;1
-105;31;27
-76;22;1
-85;29;-13
-55;24;-36
-10;22;-40
-35;40;-17
-51;48;-59
-58;24;-37
-75;16;-3
-83;3;-36
-104;38;-23
-73;29;-23
-79;15;-24
-69;34;-12
-57;-25;4
-98;-27;-54
-46;80;-54
23;47;-32
-14;-17;-76
-25;4;-78
-8;37;-38
-81;55;2
-120;16;7
-86;-37;-22
-34;-47;-68
24;63;-74
100;142;-97
94;66;-63
-39;20;60
-55;18;33
-62;-30;45
-96;-73;7
-64;-17;-48
-3;-2;-135
46;71;-181
71;90;-233
101;101;-198
69;-2;-56
-24;-62;17
-46;-88;49
-75;-34;59
-82;-15;90
-59;-62;68
-48;3;5
-57;137;-113
97;216;-230
196;86;-200
77;-41;-114
7;-39;19
-57;6;0
-30;103;-5
4;31;22
1;-12;97
-8;-24;36
49;47;-61
93;27;-43
54;4;-81
87;3;-94
71;2;-95
56;50;-65
66;40;-21
10;9;26
-9;54;9
30;-2;65
8;25;-20
140;100;-57
209;-15;-45
110;-50;-27
115;-6;-74
148;31;-126
118;20;-67
146;-29;2
119;-149;43
25;-127;27
81;85;-59
248;129;-50
182;-163;97
-53;-302;43
-28;-62;-87
24;-4;-62
28;108;-74
133;101;67
223;21;64
288;75;174
160;-70;162
70;-17;140
114;10;83
115;-33;69
87;-46;77
116;-25;117
210;-87;133
269;-227;254
201;-289;210
176;-121;270
168;-93;78
129;-4;45
117;-98;74
161;-160;27
101;-112;86
90;-117;112
105;-32;121
118;-72;140
123;-101;138
108;-140;162
115;-76;79
120;-28;67
84;-70;58
61;27;16
71;67;61
39;-101;87
-37;-106;66
5;-50;38
67;-73;54
29;-99;59
15;-62;26
61;-17;11
88;3;-4
113;36;11
135;33;46
156;34;69
225;38;137
172;-150;193
6;-175;142
-25;2;107
58;63;-80
63;105;-92
144;64;-9
279;-112;-29
305;-87;-14
349;-155;154
123;-260;202
-42;16;110
36;255;94
50;124;105
33;-13;19
142;-77;-61
258;-53;-85
233;-16;-6
-11;-142;145
-244;-81;104
-267;96;61
-223;148;-143
21;131;-227
241;-35;-199
210;-44;-199
181;103;-180
241;227;-73
248;191;30
67;5;140
-293;-201;228
-364;-104;204
-91;-26;-40
108;86;-103
146;-80;-201
136;-53;-165
165;-4;-82
17;-19;-35
-45;13;6
-57;-62;125
-158;-77;161
-60;-41;127
122;-7;-10
205;110;-33
225;91;-113
38;103;-97
-48;196;-82
104;43;-134
-41;-93;-78
-127;-103;-22
-11;-86;86
-62;-83;54
4;46;7
74;63;-6
24;46;-68
111;14;-124
142;32;-144
83;-37;-134
51;-100;13
-107;-240;31
-136;-153;-20
-37;-4;-38
-84;134;-24
-23;186;-36
62;13;-88
-37;94;32
8;171;12
-35;75;46
-212;-42;23
-95;-82;-59
38;-79;-51
36;-23;-51
57;10;-27
-3;3;-11
-5;64;-8
-6;78;45
-131;-2;56
-15;-49;-26
27;-71;-11
-99;-34;-50
-29;66;-58
33;63;-69
-21;47;-68
67;111;-42
52;88;-14
-134;20;3
-117;7;-9
-12;-65;-8
-34;-100;2
-12;-33;-19
72;27;-31
48;60;-14
13;112;-32
69;87;-38
23;9;-33
-7;-53;-26
39;-115;75
-25;-219;92
-36;-118;7
79;7;-56
63;73;-48
20;93;-36
11;103;-39
11;117;-61
78;61;-42
58;-38;5
-48;-90;24
-51;-51;18
-22;-16;24
-45;6;5
17;37;-31
68;25;-41
39;14;-36
38;-10;-35
8;-34;-16
-37;-87;-21
-4;-60;-22
-2;8;12
-33;65;18
-3;91;-18
5;118;-11
-7;102;-6
-3;36;-24
-12;-26;-14
-22;-65;-8
9;-94;-3
25;-79;13
8;-48;30
-30;-3;39
-72;53;46
-54;37;-3
0;44;-64
17;42;-59
43;26;-67
22;3;-42
-42;-6;-34
-14;8;-41
-23;24;-15
-85;34;19
-38;26;3
1;-2;-22
-27;-30;5
-38;-48;10
-65;-47;1
-84;-7;-37
-16;36;-72
16;48;-36
-2;42;-15
-5;42;-37
-7;28;-24
3;8;-7
7;-6;-14
-10;-7;7
-19;-4;8
-17;10;5
-2;15;1
14;18;-27
24;4;-40
18;-28;-22
-3;-52;-12
-24;-47;-16
-40;-19;2
-34;11;14
-35;34;0
-51;30;2
-39;3;5
-8;12;0
-26;22;-7
-16;22;11
1;0;-28
-34;-5;6
-28;4;0
-27;11;-8
-46;30;3
-55;39;-2
-37;19;-22
-28;24;-22
-20;25;-30
-14;35;-33
-44;19;4
-47;17;17
-26;11;-1
-15;15;-7
-7;16;3
-5;12;1
-9;2;-7
-6;-1;-2
17;9;-9
16;3;-9
2;16;-8
21;30;-26
32;20;-24
15;4;-16
15;-19;-11
15;-32;-6
4;-28;8
7;-26;4
-5;-26;4
-8;-20;-2
7;-2;-15
2;16;-6
1;17;-7
0;13;-12
-11;19;-5
8;18;-13
14;12;-19
-11;9;2
-16;14;1
-5;10;-9
-15;9;-2
-29;5;6
-19;8;-9
-21;10;-6
-30;12;3
-24;6;-6
-21;-2;-9
-28;8;9
-18;22;10
-14;19;3
-17;22;4
-16;27;11
-14;20;4
-25;16;1
-25;16;1
-33;9;-5
-27;0;-18
-24;0;-19
-11;1;-21
-3;-2;-12
-9;4;-7
-14;20;-13
2;22;-17
4;20;-3
-9;14;4
-3;12;-13
4;14;-18
0;15;-6
0;10;-9
-3;-4;-2
-5;-7;-1
-7;-9;-7
-13;2;-10
-13;5;-20
1;4;-16
6;9;-12
-10;24;-3
-12;31;-7
-17;22;-11
-42;9;-12
-44;21;-16
-42;30;-14
-59;37;-16
-58;25;-20
-62;28;-4
-66;27;4
-71;22;5
-78;18;6
-74;38;-8
-73;57;4
-82;63;6
-73;55;-11
-77;45;-8
-86;65;-14
-87;67;-25
-82;68;-36
-77;66;-37
-88;49;-44
-77;39;-43
-70;34;-37
-71;34;-48
-80;17;-53
-104;29;-49
-89;40;-29
-91;39;-20
-107;44;-12
-83;32;-16
-72;20;-14
-85;8;-14
-98;10;-31
-71;25;-53
-51;48;-33
-57;38;-16
-89;24;-38
-126;-10;-3
-111;-7;-5
-84;-10;-75
-65;30;-6
40;64;-29
23;63;-106
-63;142;6
-27;162;-8
-115;82;40
-138;32;-19
-73;-37;-51
-49;-101;-29
-41;-91;-29
-43;-56;-27
-35;20;-39
-13;90;-29
-43;74;43
-114;55;9
-118;52;-22
-62;-2;-63
-35;43;-112
-6;43;-68
-29;-5;-50
-41;52;-32
-20;58;-34
-51;14;-28
-84;18;-19
-64;73;-52
-22;77;-4
-45;58;-43
-23;91;-52
29;82;-62
52;-17;-46
66;-62;-79
53;-90;-71
50;-111;-74
42;-87;-17
13;-37;-18
-39;66;-19
-48;112;-38
-51;124;-41
13;114;-82
49;74;-73
15;57;-78
11;22;-48
-10;-16;-43
-68;34;-38
-47;-8;2
-83;-86;-6
3;22;-110
108;46;-163
57;16;-95
28;-6;-50
-51;-15;-13
-20;54;-37
89;27;-24
33;-39;11
-66;64;8
-72;58;-52
67;104;-169
110;44;-108
42;-58;-78
51;-58;-70
-9;-34;1
-47;17;-11
4;60;25
-33;-12;27
3;61;-63
67;61;-80
40;128;-166
102;22;-58
51;-62;-81
64;64;-59
130;-23;38
10;-43;9
70;-17;-16
203;-66;7
91;-88;-16
166;57;-71
301;-46;-9
206;-58;-60
246;19;15
216;-21;19
124;-79;143
23;-179;29
62;-64;48
60;-102;-35
31;-30;-72
-46;-31;-90
37;24;-89
223;49;103
250;-15;72
324;-17;109
246;-134;64
249;-71;102
215;-128;161
141;11;101
143;109;100
153;69;63
99;-103;160
13;-250;169
83;-191;160
151;-185;41
95;-130;248
188;-234;160
133;-165;169
132;-59;125
98;26;87
141;78;-5
141;29;52
64;-124;70
9;-64;-14
17;10;-6
27;-24;4
39;-50;10
28;-69;43
-4;-10;-31
54;48;-33
127;-75;9
78;-131;-2
57;-18;29
75;-20;103
31;-61;69
27;11;62
98;-1;89
109;-28;112
121;3;117
156;-20;147
103;-18;66
97;21;46
85;-186;103
2;-178;43
106;-11;-68
176;8;-69
166;-7;63
318;-80;-43
365;-33;83
258;-184;142
42;-280;288
-246;-248;218
-263;159;74
-13;251;75
126;-43;97
217;-114;-58
418;24;-256
505;181;-226
323;36;115
-84;-268;248
-294;-110;31
-108;274;-100
180;306;-180
267;-64;-135
251;-171;-74
157;-94;-130
44;149;-83
-67;78;-24
-141;-55;-93
3;-37;-186
135;-43;-251
169;-9;-229
234;81;-195
113;40;-65
-167;64;29
-94;226;46
45;139;-62
67;55;-69
-2;-12;30
-204;-64;189
-235;-22;138
-94;137;42
121;141;-102
197;33;-148
77;-11;-156
-41;51;22
-181;46;90
-167;120;-7
7;115;-76
78;27;-86
13;-14;-106
-33;65;-24
-101;-58;38
-122;-129;26
-5;-57;-30
42;83;-24
16;171;100
13;52;146
-39;-35;140
-46;-186;85
6;-304;95
-9;-323;128
-20;-220;-1
0;-9;-61
-16;163;98
4;97;61
62;-98;-182
105;-39;-253
134;141;-251
145;85;-173
46;-176;30
-109;-288;132
-145;-182;228
-60;-84;250
-43;-92;251
-67;-76;127
36;181;-310
149;300;-477
131;190;-427
63;21;-273
-45;-38;-20
-81;-3;57
-41;49;212
-136;94;298
-151;92;182
-23;53;36
41;-33;-49
53;-67;-116
85;-4;-156
85;75;-112
47;97;1
-33;1;37
-47;-47;-13
9;-14;14
6;-25;50
-6;5;-41
48;81;-100
56;101;-66
28;58;-72
5;-75;29
-82;-158;106
-76;-137;14
18;-52;-43
40;-26;-70
46;28;-94
47;55;-60
-2;76;9
25;85;-23
69;41;-38
36;29;2
14;52;-22
17;90;-43
2;90;-44
-3;34;-4
7;-6;-19
-40;-50;21
-87;-22;38
-43;54;-24
-11;23;-5
-29;-30;33
-41;-80;2
-46;-134;-33
-57;-113;11
-59;6;2
-12;134;-45
17;142;-79
-4;35;-59
-11;-27;-43
-42;-82;7
-83;-79;28
-72;6;16
-70;87;16
-57;83;-41
-12;11;-77
-8;-46;-58
-13;-65;-46
-1;-47;-18
-1;-5;9
-21;38;-5
-47;50;-2
-61;13;-3
-58;-20;-3
-53;-41;1
-19;-5;-20
30;37;-24
43;39;-2
-6;15;25
-59;-50;1
-53;-57;-17
-28;-19;-1
-17;3;5
-7;40;-21
16;72;-40
30;24;-19
14;-20;-8
-27;-47;19
-56;-33;7
-35;18;-4
-11;62;-17
-10;56;-12
6;12;-29
30;-28;-22
7;-59;11
-31;-29;-4
-32;20;-20
-19;33;9
-26;20;0
-29;25;-9
-16;18;2
-18;-14;6
-26;-25;-19
-20;-26;14
-16;-26;-4
6;33;-56
37;98;-34
45;98;-21
30;27;-33
16;-14;7
4;-6;12
0;9;5
1;34;-13
-1;24;-13
-25;-13;-7
-43;-20;-33
-53;-93;23
-21;-41;-50
-4;51;-11
5;25;-24
12;10;-30
9;-3;-13
-16;33;-18
-59;48;31
-36;29;-109
-26;-51;66
29;-37;-24
41;-46;-6
33;-11;-44
38;11;-8
13;-18;36
14;21;-44
20;-1;1
21;-25;-13
-16;-56;-8
-34;-28;3
-18;-13;28
-27;-5;21
2;3;-15
5;-14;15
13;-21;-5
9;-23;7
3;22;-14
13;35;-22
13;23;-21
3;8;5
-8;2;1
-9;2;3
-23;1;13
-34;0;-19
-16;-2;-41
22;8;-38
26;-4;-24
20;7;-22
15;13;-4
3;14;17
-19;31;-4
-18;42;-30
-2;36;-19
-5;-4;-12
-26;-25;-8
-18;-7;-9
12;8;-8
17;17;-17
-4;19;-15
-23;7;-3
-34;19;6
-34;26;10
-29;6;7
-25;-2;-14
-4;25;-23
12;40;-17
12;32;-23
2;27;-16
-16;1;5
-37;-12;5
-35;7;-9
-21;20;-13
-27;26;-9
-36;30;-13
-41;38;-1
-44;55;8
-33;50;4
-24;17;5
-21;19;-9
-9;34;-32
0;46;-29
-4;55;-35
-25;29;-11
-69;0;-10
-82;-23;-18
-70;-18;-14
-62;-15;-10
-71;-11;-7
